page,column,type,text,bbox,fingerprint
3,13,text_line,NOTES & LEGEND,"{""x1"": 2286.0, ""y1"": 1452.17236328125, ""x2"": 2361.172607421875, ""y2"": 1465.2471923828125}",3-570257438330
3,13,text_line,SHEET,"{""x1"": 2325.83984375, ""y1"": 1501.0740966796875, ""x2"": 2359.37158203125, ""y2"": 1511.1317138671875}",3-735744582390
3,13,text_line,MAINTENANCE FACILITY,"{""x1"": 2297.86767578125, ""y1"": 1175.048095703125, ""x2"": 2317.983642578125, ""y2"": 1357.43994140625}",3-39474388802
3,13,text_line,DISTRICT 2 -,"{""x1"": 2326.672607421875, ""y1"": 1287.3804931640625, ""x2"": 2338.7421875, ""y2"": 1327.56005859375}",3-194961813616
3,13,text_line,BRYAN COUNTY,"{""x1"": 2326.6728515625, ""y1"": 1150.910888671875, ""x2"": 2338.7421875, ""y2"": 1246.800048828125}",3-245142605998
3,13,text_line,OKLAHOMA DEPARTMENT OF TRANSPORTATION,"{""x1"": 2349.112548828125, ""y1"": 1200.9842529296875, ""x2"": 2361.18212890625, ""y2"": 1380.9599609375}",3-419693678259
3,13,text_line,"DURANT, OKLAHOMA","{""x1"": 2371.6728515625, ""y1"": 1177.081787109375, ""x2"": 2383.7421875, ""y2"": 1302.47998046875}",3-84141052759
3,13,text_line,REVISION HISTORY,"{""x1"": 2288.8740234375, ""y1"": 679.0330810546875, ""x2"": 2298.931640625, ""y2"": 774.6000366210938}",3-28959821701
3,13,text_line,DESCRIPTION,"{""x1"": 2314.674072265625, ""y1"": 756.1466064453125, ""x2"": 2324.731689453125, ""y2"": 824.8800048828125}",3-189971782132
3,13,text_line,NO.,"{""x1"": 2314.674072265625, ""y1"": 837.59765625, ""x2"": 2324.731689453125, ""y2"": 855.4800415039062}",3-793410341843
3,13,text_line,SUBMITTAL:,"{""x1"": 2288.754150390625, ""y1"": 996.7608642578125, ""x2"": 2298.811767578125, ""y2"": 1056.0}",3-999002401133
3,13,text_line,DATE:,"{""x1"": 2314.43408203125, ""y1"": 1026.7403564453125, ""x2"": 2324.49169921875, ""y2"": 1056.3599853515625}",3-850122694592
3,13,text_line,DRAWN BY:,"{""x1"": 2353.194091796875, ""y1"": 999.3637084960938, ""x2"": 2363.251708984375, ""y2"": 1056.3599853515625}",3-394154063924
3,13,text_line,DESIGNED BY:,"{""x1"": 2340.234130859375, ""y1"": 984.8204956054688, ""x2"": 2350.291748046875, ""y2"": 1056.3599853515625}",3-181188101061
3,13,text_line,APPROVED BY:,"{""x1"": 2366.154052734375, ""y1"": 980.7412719726562, ""x2"": 2376.211669921875, ""y2"": 1055.6400146484375}",3-264974705707
3,13,text_line,PROJECT NO:,"{""x1"": 2327.39404296875, ""y1"": 988.742919921875, ""x2"": 2337.45166015625, ""y2"": 1056.3599853515625}",3-307910166460
3,13,text_line,SCALE:,"{""x1"": 2396.634033203125, ""y1"": 1020.2252197265625, ""x2"": 2406.691650390625, ""y2"": 1056.0}",3-453555507431
3,13,text_line,KSJ,"{""x1"": 2366.154052734375, ""y1"": 957.8743896484375, ""x2"": 2376.211669921875, ""y2"": 976.3200073242188}",3-843310271653
3,13,text_line,AMK,"{""x1"": 2353.194091796875, ""y1"": 953.8052978515625, ""x2"": 2363.251708984375, ""y2"": 975.6000366210938}",3-916985898903
3,13,text_line,AMK,"{""x1"": 2340.234130859375, ""y1"": 953.8052978515625, ""x2"": 2350.291748046875, ""y2"": 975.6000366210938}",3-916985898903
3,13,text_line,240622,"{""x1"": 2327.27392578125, ""y1"": 942.407958984375, ""x2"": 2337.33154296875, ""y2"": 975.9600219726562}",3-758019377760
3,1,text_line,PLOT DATE:,"{""x1"": 94.55533599853516, ""y1"": 1490.131591796875, ""x2"": 102.6013412475586, ""y2"": 1537.0799560546875}",3-709308296785
3,13,text_line,AS SHOWN,"{""x1"": 2396.634033203125, ""y1"": 920.8366088867188, ""x2"": 2406.691650390625, ""y2"": 975.6000366210938}",3-462123582070
3,13,text_line,DATE,"{""x1"": 2314.43408203125, ""y1"": 603.5364990234375, ""x2"": 2324.49169921875, ""y2"": 630.3600463867188}",3-362835681176
3,13,text_line,SHEET NAME,"{""x1"": 2310.119873046875, ""y1"": 1425.1141357421875, ""x2"": 2375.50390625, ""y2"": 1435.1717529296875}",3-665348990349
3,13,text_line,CEC CORPORATION,"{""x1"": 2377.361328125, ""y1"": 96.58409881591797, ""x2"": 2383.647216796875, ""y2"": 158.4000244140625}",3-682416347767
3,13,text_line,WWW.CONNECTCEC.COM,"{""x1"": 2384.92138671875, ""y1"": 87.264892578125, ""x2"": 2391.207275390625, ""y2"": 167.52001953125}",3-846587878050
3,13,text_line,OK CA#: 32  EXP.: 2026-06-30,"{""x1"": 2392.481201171875, ""y1"": 84.1160888671875, ""x2"": 2398.76708984375, ""y2"": 171.1199951171875}",3-283920280802
3,13,text_line,100%,"{""x1"": 2277.35400390625, ""y1"": 951.8027954101562, ""x2"": 2287.41162109375, ""y2"": 977.52001953125}",3-244489314565
3,13,text_line,CONSTRUCTION,"{""x1"": 2288.754150390625, ""y1"": 895.90625, ""x2"": 2298.811767578125, ""y2"": 976.9200439453125}",3-505237870975
3,13,text_line,DOCUMENTS,"{""x1"": 2300.154052734375, ""y1"": 912.3489379882812, ""x2"": 2310.211669921875, ""y2"": 977.1600341796875}",3-981437174190
3,13,text_line,08/08/2025,"{""x1"": 2314.43408203125, ""y1"": 925.7520141601562, ""x2"": 2324.49169921875, ""y2"": 976.0800170898438}",3-877921342706
3,1,text_line,8/8/2025 1:20 PM,"{""x1"": 107.51533508300781, ""y1"": 1426.52490234375, ""x2"": 115.56134033203125, ""y2"": 1490.0400390625}",3-995801202857
3,1,text_line,1.,"{""x1"": 128.39999389648438, ""y1"": 83.87418365478516, ""x2"": 136.78799438476562, ""y2"": 93.93174743652344}",3-772058239366
3,2,text_line,THE CONTRACTOR SHALL MAINTAIN AND REPAIR ANY DAMAGE,"{""x1"": 150.83999633789062, ""y1"": 83.87418365478516, ""x2"": 464.34423828125, ""y2"": 93.93174743652344}",3-712812875941
3,2,text_line,TO STORM WATER POLLUTION CONTROL DEVICES AS SOON,"{""x1"": 150.83999633789062, ""y1"": 95.99417877197266, ""x2"": 450.3843994140625, ""y2"": 106.05174255371094}",3-686798848942
3,2,text_line,AS PRACTICAL AFTER THE DISCOVERY OF THE DAMAGE.,"{""x1"": 151.0800018310547, ""y1"": 108.11417388916016, ""x2"": 433.3052062988281, ""y2"": 118.17173767089844}",3-84239844310
3,1,text_line,2.,"{""x1"": 129.239990234375, ""y1"": 132.2341766357422, ""x2"": 137.6280059814453, ""y2"": 142.29173278808594}",3-803288347941
3,2,text_line,THE CONTRACTOR SHALL USE WHATEVER MEASURES,"{""x1"": 150.83999633789062, ""y1"": 132.2341766357422, ""x2"": 421.87115478515625, ""y2"": 142.29173278808594}",3-115921444609
3,2,text_line,NECESSARY TO PREVENT SILT AND CONSTRUCTION DEBRIS,"{""x1"": 150.36000061035156, ""y1"": 144.3541717529297, ""x2"": 451.57391357421875, ""y2"": 154.41172790527344}",3-179976713124
3,2,text_line,FROM FLOWING ONTO ADJACENT PROPERTIES.  THIS CAN BE,"{""x1"": 150.239990234375, ""y1"": 156.4741668701172, ""x2"": 456.48272705078125, ""y2"": 166.53172302246094}",3-174786417269
3,2,text_line,"ACCOMPLISHED BY TEMPORARY SEDIMENT PONDS, SILT","{""x1"": 151.0800018310547, ""y1"": 168.5941619873047, ""x2"": 434.4216613769531, ""y2"": 178.65171813964844}",3-273173554850
3,2,text_line,"FENCES, WIRE AND BURLAP FENCES, OR BARRIERS OF CEDAR","{""x1"": 150.239990234375, ""y1"": 180.7141571044922, ""x2"": 463.1911315917969, ""y2"": 190.77171325683594}",3-86676958280
3,2,text_line,TREES AND/OR BALES OF STRAW.,"{""x1"": 150.83999633789062, ""y1"": 192.8341522216797, ""x2"": 320.1791687011719, ""y2"": 202.89170837402344}",3-912520003187
3,1,text_line,3.,"{""x1"": 129.1199951171875, ""y1"": 216.9541473388672, ""x2"": 137.50799560546875, ""y2"": 227.01170349121094}",3-822180509256
3,2,text_line,"THE CONTRACTOR SHALL COMPLY WITH ALL FEDERAL, STATE","{""x1"": 150.83999633789062, ""y1"": 216.9541473388672, ""x2"": 461.0051574707031, ""y2"": 227.01170349121094}",3-393103567396
3,2,text_line,"AND LOCAL EROSION, CONSERVATION, AND SILTRATION","{""x1"": 151.0800018310547, ""y1"": 229.0741424560547, ""x2"": 432.1888427734375, ""y2"": 239.13169860839844}",3-122564527467
3,2,text_line,REQUIREMENTS.,"{""x1"": 150.36000061035156, ""y1"": 241.1941375732422, ""x2"": 234.17971801757812, ""y2"": 251.25169372558594}",3-975637105501
3,1,text_line,4.,"{""x1"": 129.36000061035156, ""y1"": 265.3141174316406, ""x2"": 137.7480010986328, ""y2"": 275.3716735839844}",3-547309146783
3,2,text_line,THE CONTRACTOR SHALL IMPLEMENT BEST MANAGEMENT,"{""x1"": 150.83999633789062, ""y1"": 265.3141174316406, ""x2"": 444.78228759765625, ""y2"": 275.3716735839844}",3-696043762915
3,2,text_line,PRACTICES (BMP'S) AS REQUIRED. ADDITIONAL BMP'S SHALL,"{""x1"": 150.36000061035156, ""y1"": 277.5541076660156, ""x2"": 453.7564697265625, ""y2"": 287.6116638183594}",3-914494781706
3,2,text_line,"BE IMPLEMENTED AS DICTATED BY FIELD CONDITIONS, AT NO","{""x1"": 150.36000061035156, ""y1"": 289.6741027832031, ""x2"": 458.2923583984375, ""y2"": 299.7316589355469}",3-898846313157
3,2,text_line,"ADDITIONAL COST TO OWNER, THROUGHOUT ALL PHASES OF","{""x1"": 151.0800018310547, ""y1"": 301.7940979003906, ""x2"": 459.0023193359375, ""y2"": 311.8516540527344}",3-306055183817
3,2,text_line,CONSTRUCTION.,"{""x1"": 150.59999084472656, ""y1"": 313.9140930175781, ""x2"": 234.4096221923828, ""y2"": 323.9716491699219}",3-777382694750
3,1,text_line,5.,"{""x1"": 129.1199951171875, ""y1"": 338.0342102050781, ""x2"": 137.50799560546875, ""y2"": 348.0917663574219}",3-862016768616
3,2,text_line,THE CONTRACTOR SHALL KEEP PAVEMENT AREAS FREE OF,"{""x1"": 150.83999633789062, ""y1"": 338.0342102050781, ""x2"": 450.3944396972656, ""y2"": 348.0917663574219}",3-369158967105
3,2,text_line,ANY MUD OR EXCAVATION WASTE FROM TRUCKS OR OTHER,"{""x1"": 151.0800018310547, ""y1"": 350.1542053222656, ""x2"": 453.953369140625, ""y2"": 360.2117614746094}",3-418351640408
3,2,text_line,EQUIPMENT.,"{""x1"": 150.36000061035156, ""y1"": 362.2742004394531, ""x2"": 212.94821166992188, ""y2"": 372.3317565917969}",3-625230891793
3,1,text_line,6.,"{""x1"": 129.1199951171875, ""y1"": 386.3941955566406, ""x2"": 137.50799560546875, ""y2"": 396.4517517089844}",3-415863926339
3,2,text_line,THE CONTRACTOR SHALL REMOVE ALL TEMPORARY EROSION,"{""x1"": 150.83999633789062, ""y1"": 386.3941955566406, ""x2"": 462.1215515136719, ""y2"": 396.4517517089844}",3-103475927535
3,2,text_line,CONTROL STRUCTURES UPON COMPLETION OF,"{""x1"": 150.59999084472656, ""y1"": 398.5141906738281, ""x2"": 389.20556640625, ""y2"": 408.5717468261719}",3-498291538077
3,2,text_line,CONSTRUCTION AND THE ESTABLISHMENT OF SUFFICIENT,"{""x1"": 150.59999084472656, ""y1"": 410.6341857910156, ""x2"": 443.9689636230469, ""y2"": 420.6917419433594}",3-807512184784
3,2,text_line,PERMANENT STABILIZATION TO PREVENT EROSION.,"{""x1"": 150.36000061035156, ""y1"": 422.7541809082031, ""x2"": 409.6741027832031, ""y2"": 432.8117370605469}",3-263316752479
3,1,text_line,7.,"{""x1"": 129.0, ""y1"": 446.8741760253906, ""x2"": 137.38800048828125, ""y2"": 456.9317321777344}",3-548965295890
3,2,text_line,"THE CONTRACTOR SHALL INSTALL SOLID SLAB SOD, UNLESS","{""x1"": 150.83999633789062, ""y1"": 446.8741760253906, ""x2"": 454.8801574707031, ""y2"": 456.9317321777344}",3-960424049567
3,2,text_line,"OTHERWISE NOTED, TO OBTAIN STABILIZATION OF DISTURBED","{""x1"": 150.59999084472656, ""y1"": 458.9941711425781, ""x2"": 464.1143493652344, ""y2"": 469.0517272949219}",3-575111816685
3,2,text_line,AREAS AS REQUIRED BY THE CONTRACT DOCUMENTS AND IN,"{""x1"": 151.0800018310547, ""y1"": 471.1141662597656, ""x2"": 459.5453796386719, ""y2"": 481.1717224121094}",3-976939697384
3,2,text_line,ACCORDANCE WITH THE CONSTRUCTION AND EROSION,"{""x1"": 151.0800018310547, ""y1"": 483.2341613769531, ""x2"": 431.0221252441406, ""y2"": 493.2917175292969}",3-233517025029
3,2,text_line,CONTROL SCHEDULES.,"{""x1"": 150.59999084472656, ""y1"": 495.3541564941406, ""x2"": 266.8351745605469, ""y2"": 505.4117126464844}",3-877161976504
3,1,text_line,8.,"{""x1"": 129.1199951171875, ""y1"": 519.4741821289062, ""x2"": 137.50799560546875, ""y2"": 529.53173828125}",3-737816358715
3,2,text_line,THE CONSTRUCTION AND PLACEMENT OF EROSION AND,"{""x1"": 150.83999633789062, ""y1"": 519.4741821289062, ""x2"": 433.0350341796875, ""y2"": 529.53173828125}",3-767271647835
3,2,text_line,SEDIMENT CONTROL DEVICES SHALL BE TIMED IN,"{""x1"": 150.59999084472656, ""y1"": 531.5941772460938, ""x2"": 399.2933654785156, ""y2"": 541.6517333984375}",3-603512293935
3,2,text_line,CONJUNCTION WITH THE PROGRESS OF GENERAL,"{""x1"": 150.59999084472656, ""y1"": 543.8341674804688, ""x2"": 402.62237548828125, ""y2"": 553.8917236328125}",3-499813125170
3,2,text_line,CONSTRUCTION.   ALL EROSION AND SEDIMENT CONTROL,"{""x1"": 150.59999084472656, ""y1"": 555.9541625976562, ""x2"": 440.6298828125, ""y2"": 566.01171875}",3-371303343271
3,2,text_line,"DEVICES SHALL BE INSPECTED AND MAINTAINED, AS","{""x1"": 150.36000061035156, ""y1"": 568.0741577148438, ""x2"": 413.5965881347656, ""y2"": 578.1317138671875}",3-277770065520
3,2,text_line,"PREVIOUSLY SET FORTH HEREIN, UNTIL ALL AREAS OF","{""x1"": 150.36000061035156, ""y1"": 580.1941528320312, ""x2"": 424.2174072265625, ""y2"": 590.251708984375}",3-524063604604
3,2,text_line,CONSTRUCTION HAVE BEEN STABILIZED.,"{""x1"": 150.59999084472656, ""y1"": 592.3141479492188, ""x2"": 355.140625, ""y2"": 602.3717041015625}",3-666072441030
3,1,text_line,9.,"{""x1"": 129.1199951171875, ""y1"": 616.4342041015625, ""x2"": 137.50799560546875, ""y2"": 626.4917602539062}",3-882823045866
3,2,text_line,THE CONTRACTOR SHALL BEGIN PERMANENT STABILIZATION,"{""x1"": 150.83999633789062, ""y1"": 616.4342041015625, ""x2"": 456.529541015625, ""y2"": 626.4917602539062}",3-721134372618
3,2,text_line,OF COMPLETED AREAS OF CONSTRUCTION AS SOON AS IS,"{""x1"": 150.59999084472656, ""y1"": 628.55419921875, ""x2"": 444.56243896484375, ""y2"": 638.6117553710938}",3-407794215464
3,2,text_line,PRACTICAL.,"{""x1"": 150.36000061035156, ""y1"": 640.6741943359375, ""x2"": 209.59902954101562, ""y2"": 650.7317504882812}",3-953826984031
3,1,text_line,10.,"{""x1"": 128.39999389648438, ""y1"": 664.794189453125, ""x2"": 142.37998962402344, ""y2"": 674.8517456054688}",3-152312580137
3,2,text_line,STABILIZED CONSTRUCTION ENTRANCES SHALL BE REQUIRED,"{""x1"": 150.59999084472656, ""y1"": 664.794189453125, ""x2"": 463.55108642578125, ""y2"": 674.8517456054688}",3-189178576900
3,2,text_line,AT ALL POINTS WHERE CONSTRUCTION OR EMPLOYEE,"{""x1"": 151.0800018310547, ""y1"": 676.9141845703125, ""x2"": 424.9172058105469, ""y2"": 686.9717407226562}",3-962455093301
3,2,text_line,VEHICLES ENTER OR LEAVE THE CONSTRUCTION OR STAGING,"{""x1"": 151.0800018310547, ""y1"": 689.0341796875, ""x2"": 463.4778747558594, ""y2"": 699.0917358398438}",3-948684672675
3,2,text_line,AREAS.  THE STABILIZED CONSTRUCTION ENTRANCES ARE,"{""x1"": 151.0800018310547, ""y1"": 701.1541748046875, ""x2"": 446.14874267578125, ""y2"": 711.2117309570312}",3-255710766032
3,2,text_line,INTENDED TO PREVENT THE TRACKING OF MUD ONTO PUBLIC,"{""x1"": 150.1199951171875, ""y1"": 713.274169921875, ""x2"": 459.7017822265625, ""y2"": 723.3317260742188}",3-428908265361
3,2,text_line,STREETS OUTSIDE THE CONTROLLED CONSTRUCTION AREAS.,"{""x1"": 150.59999084472656, ""y1"": 725.3941650390625, ""x2"": 462.4245910644531, ""y2"": 735.4517211914062}",3-831513400315
3,1,text_line,11.,"{""x1"": 128.39999389648438, ""y1"": 749.51416015625, ""x2"": 142.37998962402344, ""y2"": 759.5717163085938}",3-326210624123
3,2,text_line,THE STABILIZED CONSTRUCTION ENTRANCES SHALL BE,"{""x1"": 150.83999633789062, ""y1"": 749.51416015625, ""x2"": 430.8223876953125, ""y2"": 759.5717163085938}",3-852127678939
3,2,text_line,"CONSTRUCTED OF TWO INCH (2"") STONE, OR","{""x1"": 150.59999084472656, ""y1"": 761.6341552734375, ""x2"": 374.8835754394531, ""y2"": 771.6917114257812}",3-925280426913
3,2,text_line,"RECLAIMED/RECYCLED CONCRETE OF SIMILAR SIZE, A","{""x1"": 150.36000061035156, ""y1"": 773.754150390625, ""x2"": 423.0808410644531, ""y2"": 783.8117065429688}",3-478013444522
3,2,text_line,"MINIMUM  OF SIX INCHES (6"") THICK PLACED ON FILTER CLOTH.","{""x1"": 150.36000061035156, ""y1"": 785.8741455078125, ""x2"": 464.6387023925781, ""y2"": 795.9317016601562}",3-236912322568
3,1,text_line,12.,"{""x1"": 128.39999389648438, ""y1"": 809.994140625, ""x2"": 142.37998962402344, ""y2"": 820.0516967773438}",3-624157046154
3,2,text_line,THE STABILIZED CONSTRUCTION ENTRANCES SHALL BE A,"{""x1"": 150.83999633789062, ""y1"": 809.994140625, ""x2"": 440.3267822265625, ""y2"": 820.0516967773438}",3-377332935190
3,2,text_line,MINIMUM OF TWENTY FEET (20') IN WIDTH (BUT NOT LESS,"{""x1"": 150.36000061035156, ""y1"": 822.1141967773438, ""x2"": 436.1456298828125, ""y2"": 832.1717529296875}",3-532599894292
3,2,text_line,THAN FULL WIDTH AT POINTS WHERE INGRESS OR EGRESS,"{""x1"": 150.83999633789062, ""y1"": 834.3541870117188, ""x2"": 448.1414794921875, ""y2"": 844.4117431640625}",3-961086880813
3,2,text_line,OCCUR) AND AT LEAST FIFTY FEET (50') IN LENGTH.,"{""x1"": 150.59999084472656, ""y1"": 846.4741821289062, ""x2"": 406.2330322265625, ""y2"": 856.53173828125}",3-407284706947
3,1,text_line,13.,"{""x1"": 128.39999389648438, ""y1"": 870.5941772460938, ""x2"": 142.37998962402344, ""y2"": 880.6517333984375}",3-572017778451
3,2,text_line,ALL SURFACE WATER FLOWING OR DIVERTED TOWARD,"{""x1"": 151.0800018310547, ""y1"": 870.5941772460938, ""x2"": 427.6930847167969, ""y2"": 880.6517333984375}",3-682751290161
3,2,text_line,STABILIZED  CONSTRUCTION ENTRANCES SHALL BE PIPED,"{""x1"": 150.59999084472656, ""y1"": 882.7141723632812, ""x2"": 443.446044921875, ""y2"": 892.771728515625}",3-685199633499
3,2,text_line,ACROSS THE ENTRANCE.  IF PIPING IS IMPRACTICAL THEN A,"{""x1"": 151.0800018310547, ""y1"": 894.8341674804688, ""x2"": 451.1875915527344, ""y2"": 904.8917236328125}",3-620568262350
3,2,text_line,MOUNTABLE BERM WITH FIVE TO ONE (5:1) SLOPES WILL BE,"{""x1"": 150.36000061035156, ""y1"": 906.9541625976562, ""x2"": 448.8081359863281, ""y2"": 917.01171875}",3-213644295860
3,2,text_line,PERMITTED.,"{""x1"": 150.36000061035156, ""y1"": 918.9541625976562, ""x2"": 211.2686004638672, ""y2"": 929.01171875}",3-425061410164
3,1,text_line,14.,"{""x1"": 128.39999389648438, ""y1"": 943.0741577148438, ""x2"": 142.37998962402344, ""y2"": 953.1317138671875}",3-924064602215
3,2,text_line,THE WHEELS OF VEHICLES LEAVING THE CONSTRUCTION,"{""x1"": 150.83999633789062, ""y1"": 943.0741577148438, ""x2"": 438.6471862792969, ""y2"": 953.1317138671875}",3-399477898679
3,2,text_line,AREAS SHALL BE CLEANED OF MUD PRIOR TO LEAVING THE,"{""x1"": 151.0800018310547, ""y1"": 955.1941528320312, ""x2"": 449.5281066894531, ""y2"": 965.251708984375}",3-76052006868
3,2,text_line,CONSTRUCTION OR STAGING AREAS.  WHEN WHEEL WASHING,"{""x1"": 150.59999084472656, ""y1"": 967.3141479492188, ""x2"": 462.9777526855469, ""y2"": 977.3717041015625}",3-498726316987
3,2,text_line,IS REQUIRED IT SHALL BE PERFORMED IN AN AREA STABILIZED,"{""x1"": 150.1199951171875, ""y1"": 979.4341430664062, ""x2"": 465.3341064453125, ""y2"": 989.49169921875}",3-243787897509
3,2,text_line,WITH STONE THAT DRAINS INTO AN APPROVED SEDIMENT,"{""x1"": 150.95999145507812, ""y1"": 991.5541381835938, ""x2"": 440.9898986816406, ""y2"": 1001.6116943359375}",3-387662941637
3,2,text_line,TRAPPING  DEVICE.,"{""x1"": 150.83999633789062, ""y1"": 1003.6741943359375, ""x2"": 248.08657836914062, ""y2"": 1013.7317504882812}",3-436436672957
3,1,text_line,15.,"{""x1"": 128.39999389648438, ""y1"": 1027.794189453125, ""x2"": 142.37998962402344, ""y2"": 1037.851806640625}",3-84383139155
3,2,text_line,"ANY MUD, SEDIMENT, EXCAVATION WASTE, ETC., DROPPED,","{""x1"": 151.0800018310547, ""y1"": 1027.794189453125, ""x2"": 450.6243896484375, ""y2"": 1037.851806640625}",3-10974953594
3,2,text_line,"WASHED, SPILLED, OR TRACKED FROM THE CONSTRUCTION","{""x1"": 150.95999145507812, ""y1"": 1039.9140625, ""x2"": 452.71697998046875, ""y2"": 1049.9716796875}",3-848911644271
3,2,text_line,OR STAGING AREAS ONTO STREETS OUTSIDE OF THE,"{""x1"": 150.59999084472656, ""y1"": 1052.0341796875, ""x2"": 418.8553161621094, ""y2"": 1062.091796875}",3-422706285207
3,2,text_line,CONSTRUCTION AREAS SHALL BE REMOVED IMMEDIATELY.,"{""x1"": 150.59999084472656, ""y1"": 1064.154052734375, ""x2"": 446.7951965332031, ""y2"": 1074.211669921875}",3-850145071663
3,2,text_line,16. PERIODIC INSPECTION AND INSPECTION AFTER SIGNIFICANT,"{""x1"": 128.39999389648438, ""y1"": 1088.274169921875, ""x2"": 453.8066711425781, ""y2"": 1098.331787109375}",3-469103896406
3,2,text_line,RAINFALL SHALL BE MADE OF THE CONSTRUCTION,"{""x1"": 150.36000061035156, ""y1"": 1100.39404296875, ""x2"": 404.6352233886719, ""y2"": 1110.45166015625}",3-127222747090
3,2,text_line,ENTRANCES AS PREVIOUSLY SET FORTH HEREIN.,"{""x1"": 150.36000061035156, ""y1"": 1112.51416015625, ""x2"": 399.0533142089844, ""y2"": 1122.57177734375}",3-213366749330
3,1,text_line,17.,"{""x1"": 128.39999389648438, ""y1"": 1136.754150390625, ""x2"": 142.37998962402344, ""y2"": 1146.811767578125}",3-643681132757
3,2,text_line,SILT FENCE SHALL BE USED TO CONTROL SEDIMENTATION,"{""x1"": 150.59999084472656, ""y1"": 1136.754150390625, ""x2"": 444.5623779296875, ""y2"": 1146.811767578125}",3-462008064972
3,2,text_line,FROM SURFACE RUNOFF AROUND THE PERIMETER OF THE,"{""x1"": 150.239990234375, ""y1"": 1148.8741455078125, ""x2"": 445.8316955566406, ""y2"": 1158.9317626953125}",3-679959040682
3,2,text_line,WORK AREA AS NECESSARY.,"{""x1"": 150.95999145507812, ""y1"": 1160.994140625, ""x2"": 296.2716979980469, ""y2"": 1171.0517578125}",3-488472165302
3,1,text_line,18.,"{""x1"": 128.39999389648438, ""y1"": 1185.1141357421875, ""x2"": 142.37998962402344, ""y2"": 1195.1717529296875}",3-373083345329
