global_index,page,column,visual_note_id,visual_region,is_repeated,repeated_group_id,repeated_occurrences,text_preview,text,label
116,3,,,,no,,1,"THE CONTRACTOR SHALL INSTALL SOLID SLAB SOD, UNLESS OTHERWISE NOTED, TO OBTAIN STABILIZATION OF DISTURBED AREAS AS RE...","THE CONTRACTOR SHALL INSTALL SOLID SLAB SOD, UNLESS
OTHERWISE NOTED, TO OBTAIN STABILIZATION OF DISTURBED
AREAS AS REQUIRED BY THE CONTRACT DOCUMENTS AND IN
ACCORDANCE WITH THE CONSTRUCTION AND EROSION
CONTROL SCHEDULES.",
117,3,,,,no,,5,6,6,
118,3,,,,no,,1,"ALL PAVEMENT REMOVAL SHALL BE FULL DEPTH.  PAVEMENT REMOVAL ADJACENT TO EXISTING PAVEMENT, TO REMAIN, SHALL BE SAW-CU...","ALL PAVEMENT REMOVAL SHALL BE FULL DEPTH.  PAVEMENT
REMOVAL ADJACENT TO EXISTING PAVEMENT, TO REMAIN,
SHALL BE SAW-CUT IN STRAIGHT LINES, FULL DEPTH.",
119,3,,,,no,,5,6,6,
120,3,,,,no,,1,"ALL PAVEMENT STRIPING SHALL BE APPLIED IN TWO COATS, FOUR (4) INCHES WIDE, WHITE, AND ARE DIMENSIONED AS CENTER-TO-CE...","ALL PAVEMENT STRIPING SHALL BE APPLIED IN TWO COATS,
FOUR (4) INCHES WIDE, WHITE, AND ARE DIMENSIONED AS
CENTER-TO-CENTER OF EACH STRIPE UNLESS SHOWN
OTHERWISE ON PLANS.",
121,3,,,,no,,5,6,6,
122,3,,,,no,,1,CONTRACTOR SHALL BE RESPONSIBLE FOR VERIFYING ELEVATIONS AND ADJUSTING ALL COVERS AND LIDS IN PAVED,"CONTRACTOR SHALL BE RESPONSIBLE FOR VERIFYING
ELEVATIONS AND ADJUSTING ALL COVERS AND LIDS IN PAVED",
123,3,,,,no,,1,8/8/2025,8/8/2025,
124,3,,,,no,,1,AREAS TO FINISHED GRADE. ALL FIELD ADJUSTMENTS SHALL BE NOTED AND BROUGHT TO ENGINEER'S ATTENTION FOR,"AREAS TO FINISHED GRADE. ALL FIELD ADJUSTMENTS SHALL
BE NOTED AND BROUGHT TO ENGINEER'S ATTENTION FOR",
125,3,,,,no,,6,8,8,
126,3,,,,no,,1,THE CONSTRUCTION AND PLACEMENT OF EROSION AND SEDIMENT CONTROL DEVICES SHALL BE TIMED IN CONJUNCTION WITH THE PROGRES...,"THE CONSTRUCTION AND PLACEMENT OF EROSION AND
SEDIMENT CONTROL DEVICES SHALL BE TIMED IN
CONJUNCTION WITH THE PROGRESS OF GENERAL
CONSTRUCTION.   ALL EROSION AND SEDIMENT CONTROL
DEVICES SHALL BE INSPECTED AND MAINTAINED, AS
PREVIOUSLY SET FORTH HEREIN, UNTIL ALL AREAS OF
CONSTRUCTION HAVE BEEN STABILIZED.",
127,3,,,,no,,5,7,7,
128,3,,,,no,,1,SIDEWALK REMOVALS SHOULD OCCUR TOWARDS THE END OF DEMOLITION. NEW SIDEWALK SHALL BE INSTALLED AS SOON,"SIDEWALK REMOVALS SHOULD OCCUR TOWARDS THE END OF
DEMOLITION. NEW SIDEWALK SHALL BE INSTALLED AS SOON",
129,3,,,,no,,5,7,7,
130,3,,,,no,,1,ASSURE A SMOOTH FIT AND CONTINUOUS GRADE WITH EXISTING PAVEMENT.  WHERE NEW CONCRETE PAVING IS TO,"ASSURE A SMOOTH FIT AND CONTINUOUS GRADE WITH
EXISTING PAVEMENT.  WHERE NEW CONCRETE PAVING IS TO",
131,3,,,,no,,1,APPROVAL.,APPROVAL.,
132,3,,,,no,,1,AS POSSIBLE AFTER THE REMOVAL OF OLD SIDEWALK IN ORDER TO MAINTAIN OPERATIONS WITH MINIMAL INTERRUPTION IN SERVICE.,"AS POSSIBLE AFTER THE REMOVAL OF OLD SIDEWALK IN
ORDER TO MAINTAIN OPERATIONS WITH MINIMAL
INTERRUPTION IN SERVICE.",
133,3,,,,no,,5,5,5,
134,3,,,,no,,1,"STRUCTURAL FILL SHALL BE FREE OF ORGANIC MATTER AND DEBRIS, AND BE LOW VOLUME CHANGE SOIL CONSISTING OF COHESIVE MATE...","STRUCTURAL FILL SHALL BE FREE OF ORGANIC MATTER AND
DEBRIS, AND BE LOW VOLUME CHANGE SOIL CONSISTING OF
COHESIVE MATERIALS HAVING A LIQUID LIMIT LESS THAN 40
AND A PLASTICITY INDEX BETWEEN 5 AND 18. FILL SHALL BE
PLACED IN LIFTS NOT EXCEEDING 9 INCHES IN LOOSE",
135,3,,,,no,,1,"ABUT EXISTING PAVEMENT, THE CONTRACTOR SHALL CONSTRUCT A THICKENED EDGE.","ABUT EXISTING PAVEMENT, THE CONTRACTOR SHALL
CONSTRUCT A THICKENED EDGE.",
136,3,,,,no,,5,7,7,
137,3,,,,no,,1,"CONTRACTOR SHALL RAISE OR LOWER ALL EXISTING VALVE BOXES AND COVERS, FIRE HYDRANTS, MANHOLES, METER BOXES, TRAFFIC BO...","CONTRACTOR SHALL RAISE OR LOWER ALL EXISTING VALVE
BOXES AND COVERS, FIRE HYDRANTS, MANHOLES, METER
BOXES, TRAFFIC BOXES, AND OTHER UTILITIES TO MEET THE
SPECIFICATIONS OF EACH UTILITY COMPANY RESPECTIVELY.",
138,3,,,,no,,6,8,8,
139,3,,,,no,,1,ALL DEBRIS FROM REMOVAL OPERATIONS SHALL BE REMOVED FROM THE SITE AT THE TIME OF EXCAVATION.,"ALL DEBRIS FROM REMOVAL OPERATIONS SHALL BE
REMOVED FROM THE SITE AT THE TIME OF EXCAVATION.",
140,3,,,,no,,1,STOCKPILING OF DEBRIS SHALL NOT BE PERMITTED.,STOCKPILING OF DEBRIS SHALL NOT BE PERMITTED.,
141,3,,,,no,,6,8,8,
142,3,,,,no,,1,"UNLESS OTHERWISE STATED IN THE GENERAL CONDITIONS,","UNLESS OTHERWISE STATED IN THE GENERAL CONDITIONS,",
143,3,,,,no,,1,DATE,DATE,
144,3,,,,yes,RN180,2,THE CONTRACTOR SHALL BE RESPONSIBLE FOR ALL TESTING.,THE CONTRACTOR SHALL BE RESPONSIBLE FOR ALL TESTING.,
145,3,,,,no,,1,THE CONTRACTOR SHALL BE RESPONSIBLE FOR ALL FAILED TESTS.  THE RESULTS OF THE TESTS SHALL BE FORWARDED TO THE PROJECT...,"THE CONTRACTOR SHALL BE RESPONSIBLE FOR ALL FAILED
TESTS.  THE RESULTS OF THE TESTS SHALL BE FORWARDED
TO THE PROJECT ENGINEER FOR HIS REVIEW AND APPROVAL.",
146,3,,,,no,,1,"THICKNESS, AND COMPACTED TO AT LEAST 95% OF ITS MAXIMUM DRY DENSITY AND AT OR ABOVE THE OPTIMUM MOISTURE CONTENT AS D...","THICKNESS, AND COMPACTED TO AT LEAST 95% OF ITS
MAXIMUM DRY DENSITY AND AT OR ABOVE THE OPTIMUM
MOISTURE CONTENT AS DETERMINED BY THE STANDARD
PROCTOR TEST METHOD (ASTM D-698).",
147,3,,,,no,,6,9,9,
148,3,,,,no,,1,THE CONTRACTOR SHALL BEGIN PERMANENT STABILIZATION OF COMPLETED AREAS OF CONSTRUCTION AS SOON AS IS PRACTICAL.,"THE CONTRACTOR SHALL BEGIN PERMANENT STABILIZATION
OF COMPLETED AREAS OF CONSTRUCTION AS SOON AS IS
PRACTICAL.",
149,3,,,,no,,6,8,8,
150,3,,,,no,,1,ALL SANITARY SEWER SERVICE LINES SHALL HAVE A MINIMUM 1% SLOPE W/ CLEANOUTS SET AT 100' O.C. AND BE,"ALL SANITARY SEWER SERVICE LINES SHALL HAVE A MINIMUM
1% SLOPE W/ CLEANOUTS SET AT 100' O.C. AND BE",
151,3,,,,no,,6,9,9,
152,3,,,,no,,1,"CONTRACTOR SHALL BACKFILL ANY VOIDS RESULTING FROM STRUCTURES, VEGETATION, AND OBJECTS REMOVED. FILL SHALL BE PLACED ...","CONTRACTOR SHALL BACKFILL ANY VOIDS RESULTING FROM
STRUCTURES, VEGETATION, AND OBJECTS REMOVED. FILL
SHALL BE PLACED IN ACCORDANCE WITH GEOTECHNICAL
REPORT RECOMMENDATIONS FOR THIS SITE (SEE SITE
GRADING NOTES).",
153,3,,,,no,,1,CONSTRUCTED TO THE AUTHORITY HAVING JURISDICTION'S PLUMBING CODES.,"CONSTRUCTED TO THE AUTHORITY HAVING JURISDICTION'S
PLUMBING CODES.",
154,3,,,,no,,3,10,10,
155,3,,,,no,,1,STABILIZED CONSTRUCTION ENTRANCES SHALL BE REQUIRED AT ALL POINTS WHERE CONSTRUCTION OR EMPLOYEE VEHICLES ENTER OR LE...,"STABILIZED CONSTRUCTION ENTRANCES SHALL BE REQUIRED
AT ALL POINTS WHERE CONSTRUCTION OR EMPLOYEE
VEHICLES ENTER OR LEAVE THE CONSTRUCTION OR STAGING
AREAS.  THE STABILIZED CONSTRUCTION ENTRANCES ARE
INTENDED TO PREVENT THE TRACKING OF MUD ONTO PUBLIC
STREETS OUTSIDE THE CONTROLLED CONSTRUCTION AREAS.",
156,3,,,,no,,6,9,9,
157,3,,,,no,,1,UNLESS OTHERWISE DIRECTED THE CONTRACTOR SHALL PROVIDE A MEDIUM TO FINE BROOM FINISH ON ALL CONCRETE,"UNLESS OTHERWISE DIRECTED THE CONTRACTOR SHALL
PROVIDE A MEDIUM TO FINE BROOM FINISH ON ALL CONCRETE",
158,3,,,,no,,5,6,6,
159,3,,,,no,,1,"UNLESS OTHERWISE STATED, THE CONTRACTOR SHALL COORDINATE AND ORDER ALL TESTING IN CONJUNCTION WITH EARTHWORK OPERATIO...","UNLESS OTHERWISE STATED, THE CONTRACTOR SHALL
COORDINATE AND ORDER ALL TESTING IN CONJUNCTION WITH
EARTHWORK OPERATIONS.  THE CONTRACTOR SHALL BE
RESPONSIBLE FOR ALL FAILED TESTS.  THE RESULTS OF THE",
160,3,,,,no,,6,9,9,
161,3,,,,no,,1,CONTRACTOR SHALL PROVIDE ELECTRICAL CONDUIT AS NEEDED. REFER TO ARCHITECTURAL PLANS.,"CONTRACTOR SHALL PROVIDE ELECTRICAL CONDUIT AS
NEEDED. REFER TO ARCHITECTURAL PLANS.",
162,3,,,,no,,1,REVISION HISTORY,REVISION HISTORY,
163,3,,,,no,,1,"WALKS, RAMPS, STAIRS AND PAVED SURFACES (REFER TO ARCHITECTURAL PLANS & SPECS. FOR SIDEWALK FINISH AROUND BUILDING).","WALKS, RAMPS, STAIRS AND PAVED SURFACES (REFER TO
ARCHITECTURAL PLANS & SPECS. FOR SIDEWALK FINISH
AROUND BUILDING).",
164,3,,,,no,,3,10,10,
165,3,,,,no,,1,"ALL EXISTING STRUCTURES, PAVEMENTS AND UTILITIES DESIGNATED TO REMAIN SHALL BE ADEQUATELY PROTECTED FROM DAMAGE THAT ...","ALL EXISTING STRUCTURES, PAVEMENTS AND UTILITIES
DESIGNATED TO REMAIN SHALL BE ADEQUATELY PROTECTED
FROM DAMAGE THAT MIGHT OTHERWISE OCCUR DUE TO
CONSTRUCTION OPERATIONS.  CONTRACTOR SHALL BE
LIABLE FOR DAMAGE TO ANY STRUCTURES, UTILITIES OR
PAVEMENTS RESULTING FROM THE CONTRACTOR'S
OPERATIONS.  CONTRACTOR SHALL TAKE PHOTOS OF
EXISTING CONDITIONS PRIOR TO BEGINNING CONSTRUCTION.",
166,3,,,,no,,1,"10. UNLESS OTHERWISE STATED IN THE GENERAL CONDITIONS,","10. UNLESS OTHERWISE STATED IN THE GENERAL CONDITIONS,",
167,3,,,,no,,1,TESTS SHALL BE FORWARDED TO ENGINEER FOR REVIEW AND APPROVAL.  THE SOILS LABORATORY SHALL DETERMINE THE SUITABILITY O...,"TESTS SHALL BE FORWARDED TO ENGINEER FOR REVIEW AND
APPROVAL.  THE SOILS LABORATORY SHALL DETERMINE THE
SUITABILITY OF EXISTING SITE MATERIAL PRIOR TO
BEGINNING FILL OPERATIONS.",
168,3,,,,yes,RN180,2,THE CONTRACTOR SHALL BE RESPONSIBLE FOR ALL TESTING.,THE CONTRACTOR SHALL BE RESPONSIBLE FOR ALL TESTING.,
169,3,,,,no,,1,THE CONTRACTOR SHALL BE RESPONSIBLE FOR ALL FAILED TESTS.  THE RESULTS OF THE TESTS SHALL BE FORWARDED TO THE PROJECT...,"THE CONTRACTOR SHALL BE RESPONSIBLE FOR ALL FAILED
TESTS.  THE RESULTS OF THE TESTS SHALL BE FORWARDED
TO THE PROJECT ENGINEER FOR REVIEW AND ACCEPTANCE.",
170,3,,,,no,,1,10. REFER TO ARCHITECTURAL PLANS AND SPECS. FOR,10. REFER TO ARCHITECTURAL PLANS AND SPECS. FOR,
171,3,,,,no,,4,11,11,
172,3,,,,no,,1,"THE STABILIZED CONSTRUCTION ENTRANCES SHALL BE CONSTRUCTED OF TWO INCH (2"") STONE, OR RECLAIMED/RECYCLED CONCRETE OF ...","THE STABILIZED CONSTRUCTION ENTRANCES SHALL BE
CONSTRUCTED OF TWO INCH (2"") STONE, OR
RECLAIMED/RECYCLED CONCRETE OF SIMILAR SIZE, A
MINIMUM  OF SIX INCHES (6"") THICK PLACED ON FILTER CLOTH.",
173,3,,,,no,,1,CONSTRUCTION INFORMATION AND DETAILS FOR BUILDING ERECTION.,"CONSTRUCTION INFORMATION AND DETAILS FOR BUILDING
ERECTION.",
174,3,,,,no,,1,DESCRIPTION NO.,"DESCRIPTION
NO.",
175,3,,,,no,,5,7,7,
176,3,,,,no,,1,"CONTRACTOR SHALL TAKE ALL PREVENTIVE MEASURES NECESSARY TO ELIMINATE, REDUCE, OR ALLEVIATE ANY DUST NUISANCE IN THE W...","CONTRACTOR SHALL TAKE ALL PREVENTIVE MEASURES
NECESSARY TO ELIMINATE, REDUCE, OR ALLEVIATE ANY DUST
NUISANCE IN THE WORK AREA.",
177,3,,,,no,,4,11,11,
178,3,,,,no,,1,CONTRACTOR TO NOTIFY DESIGN ENGINEER IF ANY PLAN DISCREPANCIES ARISE IN THE FIELD DURING CONSTRUCTION.,"CONTRACTOR TO NOTIFY DESIGN ENGINEER IF ANY PLAN
DISCREPANCIES ARISE IN THE FIELD DURING CONSTRUCTION.",
179,3,,,,no,,4,11,11,
180,3,,,,no,,1,CONTRACTOR SHALL BE RESPONSIBLE FOR ERECTING AND MAINTAINING BARRICADES AND OTHER TRAFFIC WARNING DEVICES AS NECESSAR...,"CONTRACTOR SHALL BE RESPONSIBLE FOR ERECTING AND
MAINTAINING BARRICADES AND OTHER TRAFFIC WARNING
DEVICES AS NECESSARY AROUND THE PERIMETER OF
CONSTRUCTION AND ADJACENT TO ANY OPEN TRENCHES.",
181,3,,,,no,,4,12,12,
182,3,,,,no,,1,THE STABILIZED CONSTRUCTION ENTRANCES SHALL BE A MINIMUM OF TWENTY FEET (20') IN WIDTH (BUT NOT LESS THAN FULL WIDTH ...,"THE STABILIZED CONSTRUCTION ENTRANCES SHALL BE A
MINIMUM OF TWENTY FEET (20') IN WIDTH (BUT NOT LESS
THAN FULL WIDTH AT POINTS WHERE INGRESS OR EGRESS
OCCUR) AND AT LEAST FIFTY FEET (50') IN LENGTH.",
183,3,,,,no,,4,12,12,
184,3,,,,no,,1,THE CONTRACTOR SHALL BE RESPONSIBLE FOR OBTAINING THE NECESSARY WORK ORDERS AND PERMITS FROM THE LOCAL AHJ AND/OR THE...,"THE CONTRACTOR SHALL BE RESPONSIBLE FOR OBTAINING
THE NECESSARY WORK ORDERS AND PERMITS FROM THE
LOCAL AHJ AND/OR THE STATE OF OKLAHOMA, INCLUDING
PROVISIONS OF BONDS AND INSURANCE AS REQUIRED.",
185,3,,,,no,,1,"11. DURING CONSTRUCTION, ALL FIRE HYDRANTS, VALVE BOXES,","11. DURING CONSTRUCTION, ALL FIRE HYDRANTS, VALVE BOXES,",
186,3,,,,no,,6,8,8,
187,3,,,,no,,1,EXISTING CONTOURS AND SPOT ELEVATIONS ARE CORRECT PER SURVEY DATED 10/11/2024.  CONTRACTOR SHALL VERIFY ELEVATIONS PR...,"EXISTING CONTOURS AND SPOT ELEVATIONS ARE CORRECT
PER SURVEY DATED 10/11/2024.  CONTRACTOR SHALL VERIFY
ELEVATIONS PRIOR TO COMMENCING CONSTRUCTION AND
NOTIFY ENGINEER OF ANY DISCREPANCIES.",
188,3,,,,no,,1,"FIRE OR POLICE CALL BOXES AND OTHER EXISTING UTILITY CONTROLS SHALL BE LEFT INTACT, UNOBSTRUCTED AND ACCESSIBLE UNLES...","FIRE OR POLICE CALL BOXES AND OTHER EXISTING UTILITY
CONTROLS SHALL BE LEFT INTACT, UNOBSTRUCTED AND
ACCESSIBLE UNLESS NOTED ON THE PLAN.",
189,3,,,,no,,4,12,12,
190,3,,,,no,,1,"CONTRACTOR SHALL BE RESPONSIBLE FOR COMPLYING WITH STATE LAWS AND FEDERAL REGULATIONS RELATING TO TRENCH SAFETY, INCL...","CONTRACTOR SHALL BE RESPONSIBLE FOR COMPLYING WITH
STATE LAWS AND FEDERAL REGULATIONS RELATING TO
TRENCH SAFETY, INCLUDING THOSE WHICH MAY BE ENACTED
DURING THE PERFORMANCE UNDER THIS CONTRACT.",
191,3,,,,no,,1,"CONTRACTOR IS ADVISED THAT FEDERAL REGULATIONS 29 C.F.R. 1926.650-1926.652 HAVE     BEEN, IN THEIR MOST RECENT VERSIO...","CONTRACTOR IS ADVISED THAT FEDERAL REGULATIONS 29
C.F.R. 1926.650-1926.652 HAVE     BEEN, IN THEIR MOST RECENT
VERSION AS AMENDED, IN EFFECT SINCE JANUARY 2, 1990.",
192,3,,,,no,,1,CONTRACTOR SHALL FULLY COMPLY WITH THE U.S.,CONTRACTOR SHALL FULLY COMPLY WITH THE U.S.,
193,3,,,,no,,1,DEPARTMENT OF LABOR OCCUPATIONAL SAFETY AND HEALTH,DEPARTMENT OF LABOR OCCUPATIONAL SAFETY AND HEALTH,
194,3,,,,no,,3,13,13,
195,3,,,,no,,1,ALL SURFACE WATER FLOWING OR DIVERTED TOWARD STABILIZED  CONSTRUCTION ENTRANCES SHALL BE PIPED ACROSS THE ENTRANCE.  ...,"ALL SURFACE WATER FLOWING OR DIVERTED TOWARD
STABILIZED  CONSTRUCTION ENTRANCES SHALL BE PIPED
ACROSS THE ENTRANCE.  IF PIPING IS IMPRACTICAL THEN A
MOUNTABLE BERM WITH FIVE TO ONE (5:1) SLOPES WILL BE
PERMITTED.",
196,3,,,,no,,3,13,13,
197,3,,,,no,,1,"THE PROJECT SHALL BE CONSTRUCTED WITHOUT CLOSING THE EXISTING PUBLIC OR PRIVATE ROADWAYS, DRIVEWAYS, OR SIDEWALKS TO ...","THE PROJECT SHALL BE CONSTRUCTED WITHOUT CLOSING
THE EXISTING PUBLIC OR PRIVATE ROADWAYS, DRIVEWAYS,
OR SIDEWALKS TO LOCAL OR THROUGH TRAFFIC. IF ROAD
CLOSURE IS REQUIRED IT SHALL BE APPROVED BY THE
AUTHORITY HAVING JURISDICTION AND THE OWNER.",
198,3,,,,no,,4,12,12,
199,3,,,,no,,1,"THE CONTRACTOR MUST FILE A ""NOTICE OF INTENT"" WITH THE OKLAHOMA DEPARTMENT OF ENVIRONMENTAL QUALITY AND THE AUTHORITY...","THE CONTRACTOR MUST FILE A ""NOTICE OF INTENT"" WITH THE
OKLAHOMA DEPARTMENT OF ENVIRONMENTAL QUALITY AND
THE AUTHORITY HAVING JURISDICTION, PRIOR TO
COMMENCING EARTHWORK, CLEARING OR DEMOLITION
OPERATIONS. CONTRACTOR IS RESPONSIBLE FOR
PREPARATION OF STORMWATER POLLUTION PREVENTION
PLAN, IF REQUIRED.",
200,3,,,,no,,6,9,9,
201,3,,,,no,,1,"CONTRACTOR SHALL ADJUST THE GRADES OF ALL EXISTING VALVE BOXES AND COVERS, FIRE HYDRANTS, MANHOLES, METER BOXES, TRAF...","CONTRACTOR SHALL ADJUST THE GRADES OF ALL EXISTING
VALVE BOXES AND COVERS, FIRE HYDRANTS, MANHOLES,
METER BOXES, TRAFFIC BOXES, AND OTHER UTILITIES TO
MEET THE SPECIFICATIONS OF EACH UTILITY COMPANY.",
202,3,,,,yes,RN1,19,CONSTRUCTION DOCUMENTS,"CONSTRUCTION
DOCUMENTS",
203,3,,,,no,,1,AS SHOWN,AS SHOWN,
204,3,,,,no,,1,08/08/2025 KSJ AMK AMK 240622,"08/08/2025
KSJ
AMK
AMK
240622",
205,3,,,,no,,3,14,14,
206,3,,,,no,,1,THE WHEELS OF VEHICLES LEAVING THE CONSTRUCTION AREAS SHALL BE CLEANED OF MUD PRIOR TO LEAVING THE CONSTRUCTION OR ST...,"THE WHEELS OF VEHICLES LEAVING THE CONSTRUCTION
AREAS SHALL BE CLEANED OF MUD PRIOR TO LEAVING THE
CONSTRUCTION OR STAGING AREAS.  WHEN WHEEL WASHING
IS REQUIRED IT SHALL BE PERFORMED IN AN AREA STABILIZED",
207,3,,,,no,,3,10,10,
208,3,,,,no,,1,"ALL TOPSOIL SHALL BE REMOVED AND STOCKPILED IN AN AREA DESIGNATED BY OWNER.  UPON COMPLETION OF CONSTRUCTION, A MINIM...","ALL TOPSOIL SHALL BE REMOVED AND STOCKPILED IN AN
AREA DESIGNATED BY OWNER.  UPON COMPLETION OF
CONSTRUCTION, A MINIMUM OF 6 INCHES OF TOPSOIL SHALL
BE SPREAD OVER AREAS DISTURBED DURING
CONSTRUCTION.  CONTRACTOR SHALL SOD THESE AREAS,
UNLESS OTHERWISE NOTED.  SODDED AREAS SHALL BE
MAINTAINED BY PROVIDING THE NECESSARY FERTILIZER AND",
209,3,,,,no,,1,100%,100%,
210,3,,,,no,,1,"14. PRIOR TO FINAL ACCEPTANCE, ALL EXPOSED PAVED","14. PRIOR TO FINAL ACCEPTANCE, ALL EXPOSED PAVED",
211,3,,,,no,,1,"ADMINISTRATION (OSHA) REGULATIONS PERTAINING TO EXCAVATIONS, TRENCHING, AND SHORING AND SHALL PROVIDE AND FAMILIARIZE...","ADMINISTRATION (OSHA) REGULATIONS PERTAINING TO
EXCAVATIONS, TRENCHING, AND SHORING AND SHALL
PROVIDE AND FAMILIARIZE ITS EMPLOYEES INVOLVED IN
EXCAVATION AND TRENCHING WITH THE PROVISIONS IN OSHA
PAMPHLET NUMBER 2226, EXCAVATING AND TRENCHING
OPERATIONS.",
212,3,,,,no,,1,"SURFACES (INCLUDING CURBS) SHALL BE CLEANED OF ALL DISCOLORATION SUCH AS ASPHALT STAIN, TIRE MARKS, AND OTHER DISFIGU...","SURFACES (INCLUDING CURBS) SHALL BE CLEANED OF ALL
DISCOLORATION SUCH AS ASPHALT STAIN, TIRE MARKS, AND
OTHER DISFIGUREMENT.",
213,3,,,,no,,1,"13. EXISTING DRAINAGE STRUCTURES & PIPES, TO REMAIN, SHALL","13. EXISTING DRAINAGE STRUCTURES & PIPES, TO REMAIN, SHALL",
214,3,,,,no,,1,APPROVED BY:,APPROVED BY:,
215,3,,,,no,,1,DRAWN BY: DESIGNED BY: PROJECT NO:,"DRAWN BY:
DESIGNED BY:
PROJECT NO:",
216,3,,,,no,,1,WITH STONE THAT DRAINS INTO AN APPROVED SEDIMENT TRAPPING  DEVICE.,"WITH STONE THAT DRAINS INTO AN APPROVED SEDIMENT
TRAPPING  DEVICE.",
217,3,,,,no,,1,BE CLEANED OF SILT & DEBRIS AND INSPECTED FOR ANY STRUCTURAL DEFICIENCIES.,"BE CLEANED OF SILT & DEBRIS AND INSPECTED FOR ANY
STRUCTURAL DEFICIENCIES.",
218,3,,,,no,,1,SUBMITTAL:,SUBMITTAL:,
219,3,,,,no,,4,15,15,
220,3,,,,no,,1,"CONTRACTOR IS RESPONSIBLE FOR ALL FIRE LANE STRIPING & SIGNAGE, AS REQUIRED BY THE AUTHORITY HAVING JURISDICTION.","CONTRACTOR IS RESPONSIBLE FOR ALL FIRE LANE STRIPING &
SIGNAGE, AS REQUIRED BY THE AUTHORITY HAVING
JURISDICTION.",
221,3,,,,no,,19,SCALE:,SCALE:,
222,3,,,,no,,1,DATE:,DATE:,
223,3,,,,no,,4,15,15,
224,3,,,,no,,1,"ANY MUD, SEDIMENT, EXCAVATION WASTE, ETC., DROPPED, WASHED, SPILLED, OR TRACKED FROM THE CONSTRUCTION OR STAGING AREA...","ANY MUD, SEDIMENT, EXCAVATION WASTE, ETC., DROPPED,
WASHED, SPILLED, OR TRACKED FROM THE CONSTRUCTION
OR STAGING AREAS ONTO STREETS OUTSIDE OF THE
CONSTRUCTION AREAS SHALL BE REMOVED IMMEDIATELY.",
225,3,,,,no,,3,14,14,
226,3,,,,no,,1,"ABIDE BY ALL FEDERAL, STATE AND LOCAL CODES FOR THE DEMOLITION AND DISPOSAL OF ALL MATERIALS. CEC SHALL NOT BE LIABLE...","ABIDE BY ALL FEDERAL, STATE AND LOCAL CODES FOR THE
DEMOLITION AND DISPOSAL OF ALL MATERIALS. CEC SHALL
NOT BE LIABLE FOR ANY DEMOLITION PROCEDURES,
SCHEDULING, OR DISPOSAL OF ANY MATERIALS.",
227,3,,,,no,,1,WATER UNTIL THE VEGETATION AND ROOT GROWTH IS SUBSTANTIALLY ESTABLISHED.,"WATER UNTIL THE VEGETATION AND ROOT GROWTH IS
SUBSTANTIALLY ESTABLISHED.",
228,3,,,,no,,3,13,13,
229,3,,,,no,,1,CONTRACTOR SHALL BE RESPONSIBLE FOR PROVIDING ALL TEMPORARY UTILITIES REQUIRED FOR CONSTRUCTION.,"CONTRACTOR SHALL BE RESPONSIBLE FOR PROVIDING ALL
TEMPORARY UTILITIES REQUIRED FOR CONSTRUCTION.",
230,3,,,,no,,1,16,16,
231,3,,,,no,,1,SIDEWALK RAMPS AND ACCESSIBLE PARKING AREAS SHALL BE CONSTRUCTED TO MEET THE ADA ACCESSIBILITY GUIDELINES.,"SIDEWALK RAMPS AND ACCESSIBLE PARKING AREAS SHALL BE
CONSTRUCTED TO MEET THE ADA ACCESSIBILITY GUIDELINES.",
232,3,,,,no,,1,GRADES IN ACCESSIBLE PARKING AREAS SHALL NOT EXCEED 2% IN ANY DIRECTION.  CROSS SLOPE ON SIDEWALK SHALL NOT EXCEED 2%...,"GRADES IN ACCESSIBLE PARKING AREAS SHALL NOT EXCEED
2% IN ANY DIRECTION.  CROSS SLOPE ON SIDEWALK SHALL
NOT EXCEED 2%. LONGITUDINAL SLOPE ON SIDEWALK SHALL
NOT EXCEED 5% EXCEPT AS SPECIFICALLY SHOWN IN PLANS.",
233,3,,,,no,,4,11,11,
234,3,,,,no,,1,CUT OR FILL SLOPES SHALL BE 4:1 MAX UNLESS NOTED OTHERWISE.,"CUT OR FILL SLOPES SHALL BE 4:1 MAX UNLESS NOTED
OTHERWISE.",
235,3,,,,no,,1,16. PERIODIC INSPECTION AND INSPECTION AFTER SIGNIFICANT,16. PERIODIC INSPECTION AND INSPECTION AFTER SIGNIFICANT,
236,3,,,,no,,4,15,15,
237,3,,,,no,,1,"THE SAFETY OF THE PROJECT SITE IS THE RESPONSIBILITY OF THE CONTRACTOR.  ALL CONSTRUCTION SIGNING, SAFETY FENCE, OR O...","THE SAFETY OF THE PROJECT SITE IS THE RESPONSIBILITY OF
THE CONTRACTOR.  ALL CONSTRUCTION SIGNING, SAFETY
FENCE, OR OTHER ITEMS NEEDED FOR PROTECTION OF THE
GENERAL PUBLIC SHALL BE PROVIDED AT THE CONTRACTOR'S
EXPENSE.",
238,3,,,,no,,3,14,14,
239,3,,,,no,,1,CONTRACTOR SHALL KEEP OPEN TRENCH DRAINED AT ALL TIMES.,"CONTRACTOR SHALL KEEP OPEN TRENCH DRAINED AT ALL
TIMES.",
240,3,,,,no,,1,RAINFALL SHALL BE MADE OF THE CONSTRUCTION ENTRANCES AS PREVIOUSLY SET FORTH HEREIN.,"RAINFALL SHALL BE MADE OF THE CONSTRUCTION
ENTRANCES AS PREVIOUSLY SET FORTH HEREIN.",
